# TinyLM 체크포인트 판정 (cleanup_ckpt.py 의 유일한 진실 원천)
#
# ★규약 (experiments.tsv 와 같은 구조. 2026-08-19 사용자 지시로 TSV 화)
#   1. `run_cleanup_checkpoints.bat` 은 이 파일에서 **delete 로 판정된 것만** 후보로 삼는다.
#   2. **여기 없는 파일은 절대 안 지운다**(화이트리스트 방식). 새 체크포인트는 기본이 `hold` 다.
#   3. ★**살아 있는 실험이 참조하는 것은 `keep`** 이고, why 열에 **어느 실험이 쓰는지** 적는다.
#      그게 없으면 다음 세션이 "왜 남겼는지" 를 모르고 지운다.
#   4. 열은 TAB 구분. `#` 로 시작하는 줄은 주석.
#   5. 판정을 바꾸려면 **이 파일만** 고친다. 배치·스크립트는 안 고친다.
#   ★6. (2026-08-20 신설) **`_best` 를 파일명만 보고 delete 로 적지 않는다.**
#      denseb_best 사고 — 규칙을 *역할* 이 아니라 *이름* 에 걸어서 부모 계보의 유일본이
#      삭제 후보가 됐다. 기계 방어 3중(cleanup_ckpt.py G1 파생보호 / G2 판정일관성 /
#      G3 부모계보 정규식)을 넣었지만, **새 best 의 기본 판정은 `hold`** 로 적는다.
#
# verdict : keep=영구 보존 / hold=미판정(안 지움) / delete=삭제 후보
# file    : runs/ckpt/ 아래 파일명
# mb      : 실측 크기(MB)
# why     : ★왜 이 판정인가. keep 이면 **어느 실험이 쓰는가**
#
verdict	file	mb	why
delete	m100s8_ko-en_300M_d12_cla2_r20_muon25_best.pt	651.6	P005 결과 076은 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_cla2_r20_muon30.pt	651.6	P005 Stage3b 현재 우측 최선점; 상단 괄호가 열려 있어 final 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_muon30_best.pt	651.6	P005 결과 076은 final paired_eval로 판정; 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_rms4_mwd01.pt	651.6	P005b Stage3에서 matrix WD 0.1이 악화; 결과 078에 final·paired 수치가 있고 후속 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_rms4_mwd01_best.pt	651.6	같은 기각 팔; 판정은 final 기준이며 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_rms6.pt	651.6	P005b Stage2b에서 RMS4와 동급이고 단순한 RMS4를 유지하기로 판정; 결과 078에 수치 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_rms6_best.pt	651.6	같은 종결 팔; 판정은 final 기준이며 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_rms8.pt	651.6	P005b Stage2b에서 RMS4보다 악화되어 상단 폐쇄; 결과 078에 수치 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_rms8_best.pt	651.6	같은 종결 팔; 판정은 final 기준이며 부모·교사 참조 없음
keep	m100w512s10_ko-en_300M_w512_d14_muon15_b.pt	391.5	P089 Stage2b 폭 대가 분해점; Stage3·4 재승인 판단 전 final 보존
delete	m100w512s10_ko-en_300M_w512_d14_muon15_b_best.pt	391.5	P089 결과 077은 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100w512s24_ko-en_300M_w512_d28_muon15_b.pt	686.0	P089 Stage2b 깊이 회복점; 폭 축 보류 결론과 후속 재승인 판단의 final 정본
delete	m100w512s24_ko-en_300M_w512_d28_muon15_b_best.pt	686.0	P089 결과 077은 final paired_eval로 판정; 부모·교사 참조 없음
# ★2026-09-23 자동 판정 108행 (scripts/ckpt_audit.py) — 정확한 tiny synthetic smoke만 delete, 나머지는 길이와 무관하게 hold
keep	m100R1c_ko-en_300M_p076_s2_mean.pt	516.9	P076 mean/middle 부모 집약 후속의 final 보존; best만 삭제(2026-09-23 검수)
delete	m100R1c_ko-en_300M_p076_s2_mean_best.pt	516.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100R1c_ko-en_300M_p076_s2_middle.pt	516.9	P076 mean/middle 부모 집약 후속의 final 보존; best만 삭제(2026-09-23 검수)
delete	m100R1c_ko-en_300M_p076_s2_middle_best.pt	516.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100R1c_ko-en_300M_p076_s2_normmean.pt	516.9	P076 Stage2 norm_mean 열세(064); mean/middle final과 JSON 보존(2026-09-23 검수)
delete	m100R1c_ko-en_300M_p076_s2_normmean_best.pt	516.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en-control-v2_300M_p097_ctrl_v2.pt	743.9	P097 Stage4W 공통평가·P100 원답안 기준선 입력 final; best만 삭제(2026-09-23 직접 검수)
delete	m100s10_ko-en-control-v2_300M_p097_ctrl_v2_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en-control-v2_300M_p097_ctrl_v2_s2024.pt	743.9	P097 Stage4W 공통평가·P100 원답안 기준선 입력 final; best만 삭제(2026-09-23 직접 검수)
delete	m100s10_ko-en-control-v2_300M_p097_ctrl_v2_s2024_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en-control-v2_300M_p097_ctrl_v2_s31415.pt	743.9	P097 Stage4W 공통평가·P100 원답안 기준선 입력 final; best만 삭제(2026-09-23 직접 검수)
delete	m100s10_ko-en-control-v2_300M_p097_ctrl_v2_s31415_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en-edu-v2_300M_p097_edu_v2.pt	743.9	P097 Stage4W 공통평가·P100 원답안 기준선 입력 final; best만 삭제(2026-09-23 직접 검수)
delete	m100s10_ko-en-edu-v2_300M_p097_edu_v2_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en-fw2_300M_p097_fw2.pt	743.9	P097 Stage4W 공통평가·P100 원답안 기준선 입력 final; best만 삭제(2026-09-23 직접 검수)
delete	m100s10_ko-en-fw2_300M_p097_fw2_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en-fw2_300M_p097_fw2_s2024.pt	743.9	P097 Stage4W 공통평가·P100 원답안 기준선 입력 final; best만 삭제(2026-09-23 직접 검수)
delete	m100s10_ko-en-fw2_300M_p097_fw2_s2024_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en-fw2_300M_p097_fw2_s31415.pt	743.9	P097 Stage4W 공통평가·P100 원답안 기준선 입력 final; best만 삭제(2026-09-23 직접 검수)
delete	m100s10_ko-en-fw2_300M_p097_fw2_s31415_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en-madlad_300M_p097_madlad.pt	743.9	P097 Stage4W 공통평가·P100 원답안 기준선 입력 final; best만 삭제(2026-09-23 직접 검수)
delete	m100s10_ko-en-madlad_300M_p097_madlad_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr15.pt	743.9	6차 리뷰 A CLA2 LR 후보·길이 전이 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr15_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr15_s2024.pt	743.9	6차 리뷰 A CLA2 LR 후보·길이 전이 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr15_s2024_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr15_s31415.pt	743.9	6차 리뷰 A CLA2 LR 후보·길이 전이 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr15_s31415_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr20.pt	743.9	P005b CLA2 LR2.0 세 seed 열세(078 §16); LR1.5/1.0 final과 JSON 보존(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr20_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr20_s2024.pt	743.9	P005b CLA2 LR2.0 세 seed 열세(078 §16); LR1.5/1.0 final과 JSON 보존(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr20_s2024_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr20_s31415.pt	743.9	P005b CLA2 LR2.0 세 seed 열세(078 §16); LR1.5/1.0 final과 JSON 보존(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_lr20_s31415_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_d14_cla2_norecur_rms4_s2024.pt	743.9	6차 리뷰 A CLA2 LR 후보·길이 전이 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_s2024_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_d14_cla2_norecur_rms4_s31415.pt	743.9	6차 리뷰 A CLA2 LR 후보·길이 전이 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_s31415_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p060b_q_off_s1337.pt	743.9	P060B Stage2b cache 진단·3-seed 품질 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_q_off_s1337_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p060b_q_off_s2024.pt	743.9	P060B Stage2b cache 진단·3-seed 품질 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_q_off_s2024_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p060b_q_off_s31415.pt	743.9	P060B Stage2b cache 진단·3-seed 품질 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_q_off_s31415_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p060b_q_on_s1337.pt	743.9	P060B Stage2b cache 진단·3-seed 품질 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_q_on_s1337_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p060b_q_on_s2024.pt	743.9	P060B Stage2b cache 진단·3-seed 품질 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_q_on_s2024_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p060b_q_on_s31415.pt	743.9	P060B Stage2b cache 진단·3-seed 품질 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_q_on_s31415_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_s1w_off250.pt	743.9	P060B Stage1W 250-step 진단 완료; pair 도구는 JSON만 읽고 300M final은 보존(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_s1w_off250_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_s1w_on250.pt	743.9	P060B Stage1W 250-step 진단 완료; pair 도구는 JSON만 읽고 300M final은 보존(2026-09-23 검수)
delete	m100s10_ko-en_300M_p060b_s1w_on250_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p092_s1_dense30.pt	743.9	P092 30M/100M 품질 추세·Stage3Wb 병목 진단의 final 증거; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p092_s1_dense30_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p092_s1_dynamic25.pt	824.7	P092 30M/100M 품질 추세·Stage3Wb 병목 진단의 final 증거; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p092_s1_dynamic25_best.pt	824.7	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p092_s1_dynamic50.pt	824.7	P092 30M/100M 품질 추세·Stage3Wb 병목 진단의 final 증거; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p092_s1_dynamic50_best.pt	824.7	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p092_s1_static50.pt	824.7	P092 30M/100M 품질 추세·Stage3Wb 병목 진단의 final 증거; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p092_s1_static50_best.pt	824.7	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p092_s2_dense100.pt	743.9	P092 30M/100M 품질 추세·Stage3Wb 병목 진단의 final 증거; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p092_s2_dense100_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p092_s2_dynamic25.pt	824.7	P092 30M/100M 품질 추세·Stage3Wb 병목 진단의 final 증거; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p092_s2_dynamic25_best.pt	824.7	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p092_s2_dynamic50.pt	824.7	P092 30M/100M 품질 추세·Stage3Wb 병목 진단의 final 증거; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p092_s2_dynamic50_best.pt	824.7	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_300M_p092_s2_static50.pt	824.7	P092 30M/100M 품질 추세·Stage3Wb 병목 진단의 final 증거; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_300M_p092_s2_static50_best.pt	824.7	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s10_ko-en_600M_d14_cla2_norecur_rms4_t600.pt	743.9	6차 리뷰 A CLA2 LR 후보·길이 전이 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s10_ko-en_600M_d14_cla2_norecur_rms4_t600_best.pt	743.9	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s12_ko-en_1200M_d16_cla2_norecur_rms4_t1200.pt	836.3	6차 리뷰 C 깊이·optimizer/길이 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s12_ko-en_1200M_d16_cla2_norecur_rms4_t1200_best.pt	836.3	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s12_ko-en_300M_d16_cla2_norecur_muon20_s2.pt	836.3	6차 리뷰 C 깊이·optimizer/길이 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s12_ko-en_300M_d16_cla2_norecur_muon20_s2_best.pt	836.3	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s12_ko-en_300M_d16_cla2_norecur_rms4_s2.pt	836.3	6차 리뷰 C 깊이·optimizer/길이 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s12_ko-en_300M_d16_cla2_norecur_rms4_s2_best.pt	836.3	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s12_ko-en_600M_d16_cla2_norecur_rms4_t600.pt	836.3	6차 리뷰 C 깊이·optimizer/길이 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s12_ko-en_600M_d16_cla2_norecur_rms4_t600_best.pt	836.3	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s14_ko-en_600M_d18_cla2_norecur_rms4_t600.pt	928.6	6차 리뷰 D 배포 후보 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s14_ko-en_600M_d18_cla2_norecur_rms4_t600_best.pt	928.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_300M_d12_cla2_r20_muon20_s2.pt	651.6	6차 리뷰 B 재귀/optimizer/길이 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_300M_d12_cla2_r20_muon20_s2_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_300M_d12_cla2_r20_rms4_s2.pt	651.6	6차 리뷰 B 재귀/optimizer/길이 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_300M_d12_cla2_r20_rms4_s2_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_300M_p098_r2_ctrl_s1337.pt	651.6	P098 3-seed paired 및 향후 재귀 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_300M_p098_r2_ctrl_s1337_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_300M_p098_r2_ctrl_s2024.pt	651.6	P098 3-seed paired 및 향후 재귀 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_300M_p098_r2_ctrl_s2024_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_300M_p098_r2_ctrl_s31415.pt	651.6	P098 3-seed paired 및 향후 재귀 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_300M_p098_r2_ctrl_s31415_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_300M_p098_r2_reinject_s1337.pt	651.6	P098 3-seed paired 및 향후 재귀 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_300M_p098_r2_reinject_s1337_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_300M_p098_r2_reinject_s2024.pt	651.6	P098 3-seed paired 및 향후 재귀 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_300M_p098_r2_reinject_s2024_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_300M_p098_r2_reinject_s31415.pt	651.6	P098 3-seed paired 및 향후 재귀 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_300M_p098_r2_reinject_s31415_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100s8_ko-en_300M_p35b_a3_e60.pt	651.6	P035B Stage1 A3 완료·G2 미성립(084); A4 미개방, trajectory JSON/audit 보존(2026-09-23 검수)
delete	m100s8_ko-en_300M_p35b_a3_e60_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100s8_ko-en_300M_p35b_a3_e80.pt	651.6	P035B Stage1 A3 완료·G2 미성립(084); A4 미개방, trajectory JSON/audit 보존(2026-09-23 검수)
delete	m100s8_ko-en_300M_p35b_a3_e80_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
delete	m100s8_ko-en_300M_p35b_a3_off80.pt	651.6	P035B Stage1 A3 완료·G2 미성립(084); A4 미개방, trajectory JSON/audit 보존(2026-09-23 검수)
delete	m100s8_ko-en_300M_p35b_a3_off80_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_600M_d12_cla2_r20_muon20_t600.pt	651.6	6차 리뷰 B 재귀/optimizer/길이 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_600M_d12_cla2_r20_muon20_t600_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
keep	m100s8_ko-en_600M_d12_cla2_r20_rms4_t600.pt	651.6	6차 리뷰 B 재귀/optimizer/길이 대조 final 보존; best만 삭제(2026-09-23 검수)
delete	m100s8_ko-en_600M_d12_cla2_r20_rms4_t600_best.pt	651.6	final 짝 실존·현 런처/평가기 exact 참조 0·부모/교사 보호 0을 직접 확인. 결과 JSON/문서 보존; best 대신 final 사용(2026-09-23 검수)
# ★2026-09-26 자동 판정 6행 (scripts/ckpt_audit.py) — 정확한 tiny synthetic smoke만 delete, 나머지는 길이와 무관하게 hold
keep	m100s10_ko-en_300M_dense_chat32_p090b_s1337.pt	743.9	P090B chat32 사전학습 부모 final; 후속 3계보 SFT·형식 비교의 실제 init 후보라 보존(2026-09-26)
keep	m100s10_ko-en_300M_dense_chat32_p090b_s1337_best.pt	743.9	P090B chat32 부모 best 유일본; best val 대 final 차이와 SFT 부모 선정 전 보존(2026-09-26)
keep	m100s12_ko-en_100M_dense_p102a_t0_s1337.pt	836.2	P102A T0 100M 기존 final; C 단계 원인분리·조건부 ABBA 공통 crop 대조가 실제로 읽음(2026-09-26)
hold	m100s12_ko-en_100M_dense_p102a_t0_s1337_best.pt	836.3	P102A T0 best 유일본, final 짝과 active best 참조는 없지만 ABBA fixed-crop 판독 전 삭제보류(2026-09-26)
keep	m100s12_ko-en_100M_dense_p102a_t1_s1337.pt	836.2	P102A T1 100M 기존 final; C 단계 원인분리·조건부 ABBA 공통 crop 대조가 실제로 읽음(2026-09-26)
hold	m100s12_ko-en_100M_dense_p102a_t1_s1337_best.pt	836.3	P102A T1 best 유일본, final 짝과 active best 참조는 없지만 ABBA fixed-crop 판독 전 삭제보류(2026-09-26)
